25879,2784,49864,23497,34109,40264,46847,28108,21477,46641,7344,28530,48536,18394,5893,29948,48837,19924,21788,21584,35692,38975,27550,8687,9893,1390,296,17640,9166,42953,1858,20049,13486,45372,30157,21738,46741,46158,4909,8103,6383,35699,45642,29284,26677,1958,10058,19516,48260,15710,2396,21691,42936,17533,40002,21194,12824,27000,21884,38709,23338,20156,48774,13863,48615,23122,34935,19183,48893,18791,37444,43117,20791,34776,1676,42862,13143,6726,10933,37221,33537,32742,37819,43321,29893,13161,24092,48414,19654,7373,27090,47286,3460,1442,21695,22297,2607,46645,25858,10026,11393
5096,12569,33273,22668,28202,8527,31866,1439,6946,26651,15165,10566,11179,12313,24129,39721,39725,40826,27157,31759,10859,49930,38809,34365,16634,16561,7654,46732,35053,45989,34138,42437,39343,20431,18279,22584,10753,44175,7715,37647,30633,7761,49348,48587,19904,37669,16253,43639,36999,20778,36486,35794,21137,25689,47036,40146,16669,40523,26307,24146,38074,18062,46896,2387,5616,38211,1440,45223,5282,34108,29643,2231,45541,3052,17384,20147,43485,12231,31112,38189,37340,35385,21073,48541,19847,45409,19070,19202,37892,38304,46082,11952,25016,9572,10269,2078,11388,48715,17,20564
2004,44036,6238,32478,6269,11873,15622,44815,27010,13098,22070,32223,49005,48182,13809,1413,25527,21280,29612,4801,9662,31223,10595,1801,36172,35547,35384,17998,43295,18946,3083,45356,28855,44592,21236,30543,24115,25927,18256,48518,8988,29332,29055,12115,46079,40987,21235,31403,8365,19994,44756,35059,40666,29597,13914,593,9771,19664,88,48432,22221,10924,13946,7736,24658,14329,40277,35732,9426,11527,22938,6237,7256,48776,33024,22275,29011,17445,16139,8808,47993,35366,47770,36779,33186,9724,983,23208,25940,48890,43353,26409,41275,31527,22710,7251,35470,43803,13351,36141
9489,22594,35164,34366,12025,36858,18383,9827,2060,39112,38136,29681,25582,22588,43227,3513,46447,5440,43841,8453,49738,17036,2614,26241,29448,476,189,41254,30176,797,10331,20832,39303,28921,13581,8279,21436,37192,30654,20643,14656,759,22013,10373,45821,37965,13009,33680,42630,18274,12198,24387,7321,31857,14820,28562,36201,32460,31554,44953,49053,31990,27406,1168,29849,17935,27650,21725,4419,37091,38730,36911,45964,30247,45878,8947,41085,39124,2897,9128,22760,10757,23671,21517,49833,5334,1351,16111,27700,32061,7597,16077,24231,35427,16240,10773,18456,39388,13431,42119
39710,25664,8613,22824,40923,31979,43266,34736,12982,10983,14598,25068,12482,41345,20814,38452,26173,27948,41040,31953,17598,15372,7301,31891,38343,20990,33930,7966,744,15191,30463,24554,26159,29041,20232,41995,17268,31097,47334,7371,5110,12604,36075,14840,7592,36610,41756,45568,5806,16692,24453,13554,1146,24386,29138,15378,20777,26286,42172,6267,35295,18121,37682,42426,17329,47351,19916,21271,46745,42602,42359,30468,14755,36850,39830,11996,41186,49813,31211,15599,1951,25222,6037,11620,77,41188,33854,21119,36137,18948,19500,12937,14699,17086,38190,25233,35339,38772,11590,8231
4138,12971,43515,9820,26021,35448,5689,16199,6240,44248,46437,3956,15658,5428,25491,1984,2589,34702,44471,25097,6048,35474,27393,17968,43414,7228,4743,12179,22218,35158,9458,38913,48678,33033,16769,12275,33363,6328,7748,417,23039,8529,10435,7793,35843,23308,36149,30657,13557,36934,2418,452,29352,3095,47150,674,6869,35304,27203,6899,22705,45793,37955,38224,30313,17766,48534,42631,41600,13318,36424,4702,29552,38692,6946,37928,24634,18589,47795,26852,34348,13357,47023,816,22094,24705,3479,21220,35065,42302,2839,6771,34103,35262,8250,27302,15103,36932,8539,48932
31216,29652,28351,39286,16395,26770,38028,38930,11469,1960,47756,29309,20244,49592,45123,28850,9414,8529,29727,16345,16698,49780,5866,44151,15540,7813,24508,34149,31881,4693,11526,45939,24426,19771,43024,11515,24781,43071,41917,35241,9878,22577,23526,2723,12011,34593,18749,21104,18968,34846,31994,8303,39742,31034,21618,32295,2544,40228,14354,42012,2891,31713,3752,40779,6701,40781,9257,35181,27874,18321,20811,10635,41591,26821,17821,37979,41854,45094,29479,11358,27816,9413,49370,34284,48705,34752,11277,29353,5992,4135,33304,39131,15426,8162,23155,8264,31606,26064,42739,26992
40183,36711,26866,37590,30745,49551,11508,3144,27223,2980,20030,43556,31512,27588,33606,21134,49389,28920,418,12204,10261,49951,27230,37980,32428,11929,1389,14623,35987,40252,12642,1083,15984,35429,41443,44336,4594,42573,40046,39625,40547,15697,16391,1080,35727,46719,33467,6762,45314,40802,26433,17507,14462,14652,38431,28340,606,11851,13817,36017,42873,27931,24353,28979,15783,35240,8796,24981,7311,24648,19925,13227,54,42902,7109,16122,45605,12896,26501,48982,10587,33845,11116,40364,5225,26599,1252,5307,47070,43668,2367,30465,458,3353,16137,37511,43711,34131,39668,7590
29923,41939,14196,32334,8038,9498,46885,19379,7253,43545,38123,25647,42054,16253,47703,35927,38228,41141,6613,29436,26236,34755,41220,8233,45104,46728,45266,2495,15951,26733,17938,42917,38226,8235,46180,37293,46909,49073,25643,47425,22889,7872,3217,22072,36041,6064,47025,11205,40404,37484,39673,12029,23548,30892,23708,16435,33111,2283,45814,23137,15209,23192,29361,23333,46782,19887,2650,383,3025,14944,6583,3560,20456,49863,42286,13112,34886,38352,11169,48570,37004,15170,46590,19183,24949,49093,31881,3641,14099,8227,20780,3911,4855,25705,4397,42562,45506,10582,13961,1619
21382,27813,2076,48601,26615,6719,18874,26417,20948,25085,42797,23572,37179,46612,31358,37417,45551,35935,13008,25013,20762,15647,24610,18373,35567,2907,10185,40235,29816,34993,26493,23612,46326,18253,22937,6188,23872,6647,33569,13448,14149,22518,46758,36128,22027,45217,48656,49369,26512,5158,8736,16325,26878,33431,37086,35632,32709,14890,11767,12395,2262,9150,10411,19523,38144,16709,20151,43568,24139,8333,49306,12830,19680,36544,28238,27265,22943,4144,36056,29608,7003,30438,29448,6119,39008,8394,18860,6432,11642,45464,26667,18301,34631,39890,40948,32426,38636,49802,4230,20071
40477,48213,4319,30504,42010,47777,17002,36241,1207,7265,39815,38981,32646,23005,11851,11146,36533,205,39974,44247,35539,22273,16839,13314,3765,34378,5090,1591,49125,5579,4161,16507,48435,47867,30524,24422,4484,17104,18204,12810,28883,25670,21103,47268,6028,41879,33998,4811,1006,30284,29742,12416,14014,40413,26987,42362,6640,43462,43848,23046,29045,44990,32391,43414,21478,13460,15287,31071,29610,3555,40031,42321,35942,28327,20354,40534,25412,33813,45501,12460,3953,41479,6772,1362,48194,14572,16048,15399,23110,44358,24485,42167,15240,15704,17644,42817,31699,25074,32886,22133
21799,36531,40642,35494,31222,23439,33438,25279,8625,40758,14163,27684,17255,10508,44368,15911,9947,37807,3803,8721,22446,4097,20614,17341,8162,27011,17897,10302,10718,8479,10599,38043,33654,42669,27223,10884,9227,29580,13501,37131,21646,10431,23203,49065,27822,42745,10102,40975,37656,34002,1907,49379,9633,41219,12969,37027,46529,28150,1731,49282,30156,16684,36348,15346,4014,19718,13604,18486,24660,4364,30946,11700,10202,21618,6308,30963,16594,42238,49666,25583,35654,14178,4082,12691,11952,14842,33697,8983,38830,15593,37645,11803,32752,902,12225,45089,19955,13163,13639,3817
46286,37776,49982,40951,21439,21050,48962,1065,3021,34919,944,27825,38359,31110,15149,15128,2176,39706,27166,5227,8081,5673,46332,28331,41370,10193,9026,35967,5574,39617,22602,47125,36077,21419,47592,12537,5121,13654,21142,21350,39360,29139,4279,10922,22945,26839,48588,35135,37489,47047,15849,11847,1104,48867,9895,15063,37727,22424,15223,20640,27103,38545,17187,11372,33822,45963,12525,3114,44085,32720,36467,19813,18886,28313,6491,29071,32829,1313,3211,35196,11280,37564,3719,39076,49674,9612,10955,38758,18987,5506,14025,25827,5244,6444,16716,43166,45547,43490,21788,8256
28898,5678,13572,40784,31794,36478,35572,12739,47656,1572,20505,19143,37042,17809,34067,19332,5401,10264,12435,26764,15450,35672,49624,43916,40626,27945,4613,7847,29247,39082,57,9478,8335,20618,8731,36064,39752,32407,30050,12370,42779,35349,47093,34485,22856,14111,25559,718,11885,25290,11847,21183,15314,12547,47026,25058,24065,17762,44288,45204,9070,47995,9997,22959,20402,24566,4815,7358,29301,17257,14842,12057,25121,19584,33682,13080,20381,42760,40100,2435,27114,32722,15201,24799,17885,31777,7373,8615,4934,47818,17146,21133,10314,17546,47881,37626,35170,18033,8701,35744
27376,3074,38593,27330,4463,18436,43971,48115,29922,22495,22520,12602,40771,44257,36701,46167,27385,4551,44390,26239,49560,47170,30893,3125,20505,19030,44316,32989,40511,47630,37011,9780,8519,30699,15356,23979,33247,25040,20169,46538,35803,30432,18271,41659,48202,28813,20055,2313,20687,969,3608,42335,14450,18428,42750,28254,45689,44315,35437,21060,44347,2965,42861,14376,13819,40510,12255,4987,36603,35464,33861,49270,43507,23516,104,30485,45674,31894,49268,10838,5719,38974,661,47370,5577,9172,6067,17655,1579,45047,34898,18042,34651,33267,47375,14697,47132,13816,1091,29964
10423,29724,39991,36464,12360,40329,4162,18752,11332,40531,37784,25095,33039,5837,47972,10817,1793,4042,3141,17266,31419,30974,19379,41980,43596,5454,35555,32744,46818,8282,44023,20009,34890,8168,42630,14750,10929,38632,30432,15257,49435,31355,2210,40261,17439,171,38863,9254,45020,24680,36272,16021,24058,36046,1751,36053,35826,43888,33675,17988,957,39062,31831,6700,44419,25683,3704,36835,22822,42265,22520,3005,10096,8288,5823,22660,16025,21218,12889,30571,35058,15064,32213,30841,20533,42041,23423,31828,13290,5368,325,21054,3732,3565,18275,32700,44509,39586,13371,587
14307,34264,45864,38375,2234,24970,32005,34417,13039,33953,3795,2532,40181,15051,37197,3758,35356,4600,45857,28604,12625,24977,10623,12175,24210,16799,23924,20384,13283,38371,1780,13482,3102,5581,11310,45158,5288,42395,1956,3796,35883,36824,172,32173,39809,8606,40343,25994,6303,49196,22304,8208,27965,5992,16996,11649,29223,18350,30178,38777,19255,45130,37965,46837,45527,13085,14512,48039,44306,35177,16671,10039,43137,22501,44765,41657,7880,31500,8945,36352,13480,28177,23487,29020,21085,141,4450,13255,10762,28061,11244,15689,35592,42569,25529,36051,10010,48840,26413,41693
28887,44699,1080,15157,7579,30102,4748,2977,43802,33561,21783,4505,9817,23431,9121,11262,5370,49845,45985,15177,46862,14149,12782,13582,20094,44731,15854,31197,8074,18951,15969,24778,37265,18906,17369,2173,32184,13309,26243,48824,3234,47813,32076,2658,18971,25290,27237,41718,15960,16537,18035,45079,4000,37143,10178,2675,10561,49630,11920,21407,4994,5837,28183,30409,34677,49676,39896,6324,18071,31489,22215,48877,36197,37399,39572,22032,23244,2464,20893,41988,23821,17329,26901,46599,11767,49898,35469,37918,35534,15903,28262,36555,11236,3511,5738,29450,12964,4023,18764,9419
34564,23118,30917,21629,39147,41473,5980,45121,35186,17598,25773,3214,4374,27179,26106,125,1771,49639,48268,25002,16480,40317,38787,33902,7719,40337,40665,24303,13745,5426,11221,7725,19179,231,34943,6542,45351,45947,28264,40089,24464,38673,14109,22557,9674,39514,45280,7409,5212,11299,18187,40209,8492,17419,41532,28969,30487,24289,9700,31234,10694,41307,32962,15094,37996,7403,9911,1058,2789,28921,5531,29483,11367,23826,30490,42435,2571,7124,17629,10010,36783,19324,16376,7375,1239,34406,21892,28814,31239,44033,30411,8025,686,19978,12029,45494,27126,25747,33106,41454
41142,7666,39036,10732,22075,12671,19141,11546,24063,30442,41137,46271,31950,7117,22085,31065,14439,39327,30160,26716,18338,15965,27935,8558,29226,12011,31831,45070,20589,21310,45199,38924,12874,4709,49296,33332,2872,7869,44200,33276,49332,42221,11626,23666,32200,3760,43532,46680,9827,17961,38384,16928,7560,34100,39096,8458,11554,13870,513,38847,20034,19502,8111,17063,31535,2393,14836,12447,2383,28117,34027,49637,4173,13687,39717,32267,2271,11261,35613,38349,32112,12593,16926,3166,32014,26312,11454,12245,34691,39740,29680,6681,20143,29336,19797,14802,49088,3297,30536,13720
42131,16079,18816,7402,28420,38622,29377,10668,35478,6973,11912,6900,10444,9228,5854,6866,26121,9484,45537,41714,39003,49120,1611,35974,26921,27775,41002,29248,3934,5353,37213,32184,41359,47588,28971,31914,33617,33684,48024,38550,45696,7029,11000,27560,6365,32179,2523,33411,31730,18850,13785,37590,182,22240,41371,49344,33348,42504,17835,6012,35208,24487,33078,10211,38881,25754,12568,26443,36857,17243,1069,8535,41641,197,36886,39618,49727,37803,30456,43141,29468,14392,21765,4736,422,20920,25411,26086,18876,9343,31933,19358,37718,30113,19478,11967,45472,20025,48955,4918
48154,667,10710,3446,38643,31143,11996,751,34620,31941,2601,3105,44490,49028,18754,11182,38869,9952,26706,43319,12359,26225,11713,41898,12455,19250,33848,31272,37729,14900,33,26440,46448,45671,29211,39490,13415,29455,38507,11862,45447,12714,7141,10196,32964,7048,3237,23157,5885,21148,8635,30492,5907,9911,14268,4500,37910,19173,38252,41170,22022,33624,39870,15526,11849,49920,3680,42970,38597,22867,10620,40207,30718,7086,6555,40969,31187,48279,9582,16636,16085,9318,13910,36922,36279,44134,3404,6933,4769,31404,15624,25182,33982,42850,13670,3317,26204,6277,4148,37981
5751,12592,6722,10110,11424,46584,1737,22737,42348,31706,9541,10321,10176,46190,36917,33528,2156,48332,2864,17210,6749,18319,38427,36249,31769,45948,16754,33517,23721,13472,9130,2546,39056,5771,26151,6903,42779,1550,14220,39432,8040,40921,38908,17961,35477,47389,4280,46464,29256,34387,16599,2604,2889,2985,19480,34556,3212,5034,26332,27885,20315,46370,41256,36490,24774,39452,11368,41769,21756,49123,34239,10428,1109,33838,9965,20243,14087,11901,29600,35391,33432,46786,15586,10656,9850,44103,42253,37869,9730,7113,25967,6125,29884,763,10505,49072,25986,29340,15381,23918
29401,1639,13038,29246,37110,38259,44856,37915,27092,25850,621,5028,24728,14535,16356,45020,44631,30322,29857,46053,12586,25015,17519,18819,18552,40685,7572,16548,18910,28776,41668,40582,42708,35156,11895,14776,19848,11491,33263,33292,7377,45588,14244,36154,21896,1219,5101,42293,48520,32198,44286,19100,29681,23319,39037,7838,27540,24595,44151,31690,30489,45771,41663,32093,25871,19953,44939,10214,2743,41287,45403,33686,32999,29860,3231,1555,6465,17446,42638,47471,24258,27594,29182,21676,11896,44679,27098,43420,20208,16024,21209,27940,41432,44098,48261,18698,9121,9847,16348,13901
15374,10144,40469,16806,12160,16276,19586,27263,25672,5222,21708,13757,22393,6099,43731,6361,47325,21723,8492,3559,47553,39053,9306,43701,9420,42148,43757,14741,43523,48224,30632,47898,21552,41320,11771,17111,38713,42491,23331,3509,32142,23109,24724,30232,8067,4208,17746,17970,44677,43580,15937,41788,18433,36810,38366,46218,34798,22196,38479,437,10749,28326,36805,27072,16269,42618,30214,11740,29109,17446,15980,5255,27086,19513,41567,33259,41520,10757,28617,5684,43664,8922,24666,16050,19393,22332,36976,8330,38477,10921,47381,25963,48824,49717,4870,15399,2196,1454,48281,18429
43801,18014,23857,3471,44322,17838,46589,31299,20892,30846,27205,15923,49722,32897,47666,9027,31092,33721,2514,18744,23702,32526,40564,3039,42654,42230,35882,38070,8139,1948,21449,41694,17457,9044,9501,31618,24716,16091,11287,32201,14521,6663,21825,48839,37101,20518,28549,1947,48739,39323,17565,2046,19869,37482,37082,22641,40832,22002,2261,35980,21061,4645,18429,14993,45028,5906,26557,30268,45798,25663,8051,31208,44111,5142,35068,47735,14719,10803,18545,4296,35005,12320,38388,15887,7930,10206,25837,49908,37710,19155,48368,37362,16598,35161,33595,48702,29039,8595,38169,30660
15442,45686,18824,19024,45177,22464,22772,3050,15953,45020,23997,36909,1048,28554,4578,17670,1908,19850,40234,7088,16892,17066,13160,44587,657,15782,35454,2638,21619,14264,4797,47101,6610,2929,15968,11264,25661,1452,45735,41157,48602,31662,764,29560,4204,8423,11141,15888,8892,13084,33779,24398,40837,18827,27189,45064,41972,26684,33591,42377,9512,31031,4958,1443,14489,190,26908,13729,38551,35436,40365,17572,46541,5329,47165,31451,26261,9588,20434,27655,6578,21171,38351,31495,28529,45560,36841,22099,42950,20157,47670,32135,49440,7243,30088,48440,28607,28843,43766,37488
28699,48798,36461,17455,4855,1624,36470,1319,29080,16488,13546,16180,32409,31853,22821,36870,37677,4114,9075,8189,41969,45312,20091,1375,13357,49640,14975,37490,29247,33481,18477,42996,38368,19005,46766,19028,38793,40236,27527,47753,21167,17299,31744,39076,19225,32922,26317,32961,23277,48062,16470,39924,38307,10657,49432,45754,22815,30038,17178,13562,8169,40147,14088,45782,13805,5947,28121,20637,24402,43782,12573,48396,48053,10849,13928,44204,39057,13002,37637,21847,44661,9319,14961,13782,6587,39463,7223,41213,47221,49082,29245,8456,40909,26790,43936,35183,14016,8990,48461,15614
44035,11124,13970,30882,39726,33673,17708,13156,28633,19256,38892,17593,25497,1785,5578,13851,58,43045,31484,27455,48299,49380,32910,2200,34657,10523,9530,11111,49255,38537,3674,38512,16226,6376,713,25256,38081,2783,8250,43972,49317,25503,23373,2959,42881,27183,8007,44986,15757,39913,21009,14053,529,32493,27567,33963,28035,21763,193,14981,9650,34382,48637,49749,41302,6070,44353,43177,17527,7181,49043,27261,23261,24786,34449,39523,22885,14643,20218,20559,21087,9246,27111,10861,14796,37620,14012,41443,1818,38837,47662,34103,45339,40173,49817,5239,4943,44083,26418,7363
15531,2244,39250,27322,29641,14743,5769,22136,40125,31306,16416,44557,16694,47362,34080,30304,38163,8043,38004,22067,32556,34296,41211,26900,17055,5045,46085,48,17911,16280,48990,48818,27132,26411,11051,30221,46520,35821,34248,44005,23168,32119,32546,837,12204,37788,24980,14535,21442,37403,44897,14644,28471,26666,7538,40014,36426,18784,22233,20613,47274,44851,49804,42088,29621,17308,45705,4614,4196,9026,35453,29778,17634,5314,11039,47721,12735,42241,41020,22822,9128,26634,911,27161,29717,49987,26675,44578,33813,40269,49071,46961,21771,510,47208,35555,39204,32164,32802,49339
27558,26364,49521,11671,12626,477,18907,40862,11511,4415,20057,847,20847,12558,46417,42771,30091,33641,11693,4075,31512,19626,4081,13176,28465,23545,18707,9641,26928,11967,30594,41563,47052,25100,7538,32970,32328,15589,7184,9649,16842,24856,15869,8432,42147,19938,22636,26605,4197,44193,39498,19388,11,29265,635,43751,255,12755,20784,20181,38846,30617,38674,38639,39081,37212,20971,2994,29115,44407,11273,33217,11989,7387,8223,25416,36515,20932,37306,39731,40010,49343,37919,27170,3398,42691,10865,4423,43126,27876,8149,18455,15854,11544,37870,29636,31249,41578,14963,3171
7592,16296,36604,36758,38937,47901,48061,5900,26694,13161,31895,28853,28000,6755,43824,29366,13035,22733,4936,43045,39134,29934,2812,14722,11121,10850,17395,16560,27930,28622,16348,43423,3733,33613,12241,3924,20830,47325,21063,41839,16120,43277,44735,39137,31450,2270,8709,2301,8900,33963,20408,26652,30978,12609,25832,26329,38884,4092,49057,19677,3907,5486,24078,27408,27267,22678,48004,23563,28681,37028,19284,8402,49596,20628,10386,24969,22810,18929,36457,46191,12990,42533,10220,13742,26240,14359,49654,20807,34160,29713,35759,16789,2484,39562,35603,325,19868,44202,23749,45167
3268,9331,43045,19281,20731,41264,11595,3016,29619,15488,16670,5488,14752,9433,809,43066,15469,11371,19844,42976,18754,16476,36364,244,42788,39432,2057,48661,4560,48149,42441,3646,10073,23768,9893,15343,4108,8594,44593,14224,3216,15633,25559,3019,44346,43507,5309,26567,24599,42780,43226,12003,14491,49739,25226,757,30131,43368,11339,2783,26716,31470,47320,4584,13821,871,43675,43682,13902,36733,5544,22765,21715,42814,15228,43174,43115,2392,21631,45985,11274,40299,33250,45668,28007,17958,13111,21088,1067,48044,2496,25592,19938,41374,35103,2444,13463,24635,7401,37794
35152,13886,1409,41990,37783,9106,28531,31598,1301,30960,21158,3620,23014,9976,32018,24711,12675,48647,19841,28263,46598,32766,42120,22791,25729,30052,48067,29116,44236,6042,26610,29608,17108,38479,8000,35618,44306,6436,44694,27158,17582,25374,7768,45764,17104,20529,36533,18790,17662,1260,28203,21704,32311,5039,45469,39618,36351,4920,17176,30062,25711,4492,33005,41848,23966,11349,17745,29268,505,39034,38301,22442,14448,39936,48998,32321,5641,47753,11245,43188,33546,35826,34515,16018,3329,46871,22126,14090,47473,14683,41605,31725,35550,35989,36796,39554,47357,2908,45092,49918
41472,16860,4092,12323,456,27587,28494,22899,24890,47172,36460,21839,49077,42988,31232,24663,21375,23902,36559,46921,9125,42725,10419,20492,37563,38907,4493,21586,36366,21556,5786,11652,48204,27655,43622,46738,30506,38044,48113,35287,39369,33860,21808,45675,46945,31005,3752,15411,24779,4815,20797,37303,15970,3794,39804,24113,49081,472,1335,24025,33709,36556,34219,41893,41324,1713,18790,17799,2050,1220,37367,7593,43167,3730,24375,40495,49708,9030,28348,47669,39504,47231,44572,14192,12447,15815,27323,32606,17128,22222,47193,6719,42377,20804,21016,4034,36863,41815,29563,30173
